Trip ID (S),Timestamp (S),Current Stop Status (S),Direction (S),Future Stop Data (M),Route ID (S),Start Date (S),Timestamp(Readable) (S),Vehicle Timestamp (N),Current Stop ID (S)
103100_4..N34R,1487714186,UNKNOWN,N,"{  ""234N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487715600"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487715600"" }        }      }    ]  },  ""235N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487715510"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487715510"" }        }      }    ]  },  ""239N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487715270"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487715270"" }        }      }    ]  },  ""250N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""0"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487715060"" }        }      }    ]  },  ""401N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487719170"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""0"" }        }      }    ]  },  ""402N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487719050"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487719050"" }        }      }    ]  },  ""405N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487718930"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487718930"" }        }      }    ]  },  ""406N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487718810"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487718810"" }        }      }    ]  },  ""407N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487718720"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487718720"" }        }      }    ]  },  ""408N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487718660"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487718660"" }        }      }    ]  },  ""409N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487718570"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487718570"" }        }      }    ]  },  ""410N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487718480"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487718480"" }        }      }    ]  },  ""411N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487718420"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487718420"" }        }      }    ]  },  ""412N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487718330"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487718330"" }        }      }    ]  },  ""413N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487718240"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487718240"" }        }      }    ]  },  ""414N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487718120"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487718120"" }        }      }    ]  },  ""415N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487717970"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487717970"" }        }      }    ]  },  ""418N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487716260"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487716260"" }        }      }    ]  },  ""419N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487716170"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487716170"" }        }      }    ]  },  ""420N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487716080"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487716080"" }        }      }    ]  },  ""423N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487715720"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487715720"" }        }      }    ]  },  ""621N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487717700"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487717700"" }        }      }    ]  },  ""626N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487717400"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487717400"" }        }      }    ]  },  ""629N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487717190"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487717190"" }        }      }    ]  },  ""631N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487717040"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487717040"" }        }      }    ]  },  ""635N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487716740"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487716740"" }        }      }    ]  },  ""640N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487716380"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487716380"" }        }      }    ]  }}",4,20170221,2017/2/21 16:56,0,
103100_4..N34R,1487714231,UNKNOWN,N,"{  ""234N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487715600"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487715600"" }        }      }    ]  },  ""235N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487715510"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487715510"" }        }      }    ]  },  ""239N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487715270"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487715270"" }        }      }    ]  },  ""250N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""0"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487715060"" }        }      }    ]  },  ""401N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487719170"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""0"" }        }      }    ]  },  ""402N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487719050"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487719050"" }        }      }    ]  },  ""405N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487718930"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487718930"" }        }      }    ]  },  ""406N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487718810"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487718810"" }        }      }    ]  },  ""407N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487718720"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487718720"" }        }      }    ]  },  ""408N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487718660"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487718660"" }        }      }    ]  },  ""409N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487718570"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487718570"" }        }      }    ]  },  ""410N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487718480"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487718480"" }        }      }    ]  },  ""411N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487718420"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487718420"" }        }      }    ]  },  ""412N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487718330"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487718330"" }        }      }    ]  },  ""413N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487718240"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487718240"" }        }      }    ]  },  ""414N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487718120"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487718120"" }        }      }    ]  },  ""415N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487717970"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487717970"" }        }      }    ]  },  ""418N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487716260"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487716260"" }        }      }    ]  },  ""419N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487716170"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487716170"" }        }      }    ]  },  ""420N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487716080"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487716080"" }        }      }    ]  },  ""423N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487715720"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487715720"" }        }      }    ]  },  ""621N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487717700"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487717700"" }        }      }    ]  },  ""626N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487717400"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487717400"" }        }      }    ]  },  ""629N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487717190"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487717190"" }        }      }    ]  },  ""631N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487717040"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487717040"" }        }      }    ]  },  ""635N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487716740"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487716740"" }        }      }    ]  },  ""640N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487716380"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487716380"" }        }      }    ]  }}",4,20170221,2017/2/21 16:57,0,
096000_6..N03R,1487714186,STOPPED_AT,N,"{  ""608N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487713830"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""0"" }        }      }    ]  },  ""609N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487713740"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487713740"" }        }      }    ]  },  ""610N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487713650"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487713650"" }        }      }    ]  },  ""611N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487713590"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487713590"" }        }      }    ]  },  ""612N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487713500"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487713500"" }        }      }    ]  },  ""613N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487713380"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487713380"" }        }      }    ]  },  ""614N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487713260"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487713260"" }        }      }    ]  },  ""615N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487713170"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487713170"" }        }      }    ]  },  ""616N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487713080"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487713080"" }        }      }    ]  },  ""617N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487712960"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487712960"" }        }      }    ]  },  ""618N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487712900"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487712900"" }        }      }    ]  },  ""619N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487712810"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487712810"" }        }      }    ]  },  ""621N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487712630"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487712630"" }        }      }    ]  },  ""622N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487712510"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487712510"" }        }      }    ]  },  ""623N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487712450"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487712450"" }        }      }    ]  },  ""624N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487712360"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487712360"" }        }      }    ]  },  ""625N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487712270"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487712270"" }        }      }    ]  },  ""626N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487712150"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487712150"" }        }      }    ]  },  ""627N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487712030"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487712030"" }        }      }    ]  },  ""628N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487711940"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487711940"" }        }      }    ]  },  ""629N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487711820"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487711820"" }        }      }    ]  },  ""630N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487711730"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487711730"" }        }      }    ]  },  ""631N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487711610"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487711610"" }        }      }    ]  },  ""632N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487711490"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487711490"" }        }      }    ]  },  ""633N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487711430"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487711430"" }        }      }    ]  },  ""634N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487711370"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487711370"" }        }      }    ]  },  ""635N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487711250"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487711250"" }        }      }    ]  },  ""636N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487711160"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487711160"" }        }      }    ]  },  ""637N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487711070"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487711070"" }        }      }    ]  },  ""638N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487711010"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487711010"" }        }      }    ]  },  ""639N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487710920"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487710920"" }        }      }    ]  },  ""640N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""0"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487710800"" }        }      }    ]  }}",6,20170221,2017/2/21 16:56,1487714217,635S
096000_6..N03R,1487714231,UNKNOWN,N,"{  ""608N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487713830"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""0"" }        }      }    ]  },  ""609N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487713740"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487713740"" }        }      }    ]  },  ""610N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487713650"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487713650"" }        }      }    ]  },  ""611N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487713590"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487713590"" }        }      }    ]  },  ""612N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487713500"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487713500"" }        }      }    ]  },  ""613N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487713380"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487713380"" }        }      }    ]  },  ""614N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487713260"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487713260"" }        }      }    ]  },  ""615N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487713170"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487713170"" }        }      }    ]  },  ""616N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487713080"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487713080"" }        }      }    ]  },  ""617N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487712960"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487712960"" }        }      }    ]  },  ""618N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487712900"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487712900"" }        }      }    ]  },  ""619N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487712810"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487712810"" }        }      }    ]  },  ""621N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487712630"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487712630"" }        }      }    ]  },  ""622N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487712510"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487712510"" }        }      }    ]  },  ""623N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487712450"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487712450"" }        }      }    ]  },  ""624N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487712360"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487712360"" }        }      }    ]  },  ""625N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487712270"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487712270"" }        }      }    ]  },  ""626N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487712150"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487712150"" }        }      }    ]  },  ""627N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487712030"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487712030"" }        }      }    ]  },  ""628N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487711940"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487711940"" }        }      }    ]  },  ""629N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487711820"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487711820"" }        }      }    ]  },  ""630N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487711730"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487711730"" }        }      }    ]  },  ""631N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487711610"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487711610"" }        }      }    ]  },  ""632N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487711490"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487711490"" }        }      }    ]  },  ""633N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487711430"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487711430"" }        }      }    ]  },  ""634N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487711370"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487711370"" }        }      }    ]  },  ""635N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487711250"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487711250"" }        }      }    ]  },  ""636N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487711160"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487711160"" }        }      }    ]  },  ""637N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487711070"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487711070"" }        }      }    ]  },  ""638N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487711010"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487711010"" }        }      }    ]  },  ""639N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487710920"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487710920"" }        }      }    ]  },  ""640N"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""0"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487710800"" }        }      }    ]  }}",6,20170221,2017/2/21 16:57,0,
096700_1..S02R,1487714186,STOPPED_AT,S,"{  ""133S"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487714173"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487714173"" }        }      }    ]  },  ""134S"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487714263"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487714263"" }        }      }    ]  },  ""135S"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487714353"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487714353"" }        }      }    ]  },  ""136S"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487714413"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487714413"" }        }      }    ]  },  ""137S"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487714503"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487714623"" }        }      }    ]  },  ""138S"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487714713"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487714713"" }        }      }    ]  },  ""139S"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487714803"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487714863"" }        }      }    ]  },  ""140S"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487715013"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""0"" }        }      }    ]  }}",1,20170221,2017/2/21 16:56,1487714223,134S
096700_1..S02R,1487714231,UNKNOWN,S,"{  ""134S"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487714252"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487714252"" }        }      }    ]  },  ""135S"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487714342"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487714342"" }        }      }    ]  },  ""136S"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487714402"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487714402"" }        }      }    ]  },  ""137S"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487714492"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487714612"" }        }      }    ]  },  ""138S"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487714702"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487714702"" }        }      }    ]  },  ""139S"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487714792"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""1487714852"" }        }      }    ]  },  ""140S"" : { ""L"" : [      { ""M"" : {          ""arrivalTime"" : { ""N"" : ""1487715002"" }        }      },      { ""M"" : {          ""departureTime"" : { ""N"" : ""0"" }        }      }    ]  }}",1,20170221,2017/2/21 16:57,0,
